StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Sex,Age,Race,Education,PID,Q40_1,Q40_3,Q37_1,Q37_3,Q36,Q35,Q56,Q57,Q58,Q42_1,Q42_3,Q50_1,Q50_3,Q51,Q52,Q32,Q33,Q34,Q41,Q42,Q43,Q47,Q48,Q49,Q46,Q45,Q44,SurveyID,FL_36_DO,FL_37_DO,FL_40_DO,FL_53_DO,FL_38_DO,FL_41_DO,FL_67_DO,FL_39_DO,FL_42_DO,FL_81_DO,FL_17_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_18_DO,FL_20_DO,FL_21_DO,FL_22_DO
4/11/2021 19:32,4/11/2021 19:35,IP Address,65.151.155.243,100,159,TRUE,4/11/2021 19:35,R_exQYE1Hco8Xtpu1,,,,,41.26480103,-96.00009918,anonymous,EN,Start the survey,Female,51+,White,Bachelor's Degree,Strong Republican,2,85,52,1,Strongly agree,Neither agree nor disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,822977,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:32,4/11/2021 19:35,IP Address,65.38.130.69,100,127,TRUE,4/11/2021 19:35,R_OEaeV02mdOxsvEl,,,,,37.57640076,-106.1327972,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Independent,55,50,21,46,Agree,Agree,1 (never),1 (never),1 (not at all),,,,,,,,,,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,594310,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:31,4/11/2021 19:35,IP Address,73.69.185.253,100,224,TRUE,4/11/2021 19:35,R_3J8hgqWjIYVoeVz,,,,,41.37649536,-72.44860077,anonymous,EN,Start the survey,Female,36-40,White,"High school graduate, diploma or the equivalent",Independent,,,,,,,1 (never),2,1 (not at all),100,95,50,50,Agree,Somewhat disagree,,,,,,,,,,,,,421805,FL_39,,,,,,,FL_81,,FL_190,,,,,,,,
4/11/2021 19:27,4/11/2021 19:35,IP Address,117.213.32.69,100,460,TRUE,4/11/2021 19:35,R_838FBjvzfGiJvpL,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,3,3,4,87,91,89,84,Strongly agree,Strongly agree,,,,,,,,,,,,,782510,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:33,4/11/2021 19:35,IP Address,179.180.143.139,100,116,TRUE,4/11/2021 19:35,R_3kL335r4wlf1njm,,,,,-3.716995239,-38.52870178,anonymous,EN,Start the survey,Male,26-30,White,"High school graduate, diploma or the equivalent",Republican,26,100,90,10,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,322294,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:34,4/11/2021 19:35,IP Address,108.20.200.40,100,86,TRUE,4/11/2021 19:35,R_OsdH2eiOz9Yr9jH,,,,,42.31199646,-71.10810089,anonymous,EN,Start the survey,Male,26-30,White,"Some college credit, no degree",Lean Democrat,,,,,,,2,2,3,100,100,25,0,Agree,Somewhat agree,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,256551,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:33,4/11/2021 19:35,IP Address,64.191.51.185,100,150,TRUE,4/11/2021 19:35,R_3D5OTsF6gbnfIas,,,,,33.56370544,-83.17019653,anonymous,EN,Start the survey,Female,51+,White,Master's Degree,Strong Republican,76,100,100,75,Neither agree nor disagree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,434843,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:33,4/11/2021 19:35,IP Address,162.232.177.134,100,125,TRUE,4/11/2021 19:35,R_24zPAHYHdln1SmZ,,,,,41.39570618,-81.81569672,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Independent,100,100,50,50,Agree,Disagree,2,2,3,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly agree,643963,FL_38,,,,FL_67,,RCV,,,,,,,,,,,
4/11/2021 19:28,4/11/2021 19:35,IP Address,117.221.214.139,100,436,TRUE,4/11/2021 19:35,R_2azuyGKBgGrjjsp,,,,,19.07479858,72.88560486,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Strong Republican,85,100,91,75,Strongly agree,Agree,3,4 (always),4,,,,,,,,,,,,,,,,,,,400014,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:35,4/11/2021 19:36,IP Address,136.185.68.103,100,74,TRUE,4/11/2021 19:36,R_3qVyFLGnpX7gMHZ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Master's Degree,Strong Democrat,,,,,,,2,3,3,95,91,98,94,Agree,Strongly agree,,,,,,,Strongly agree,Somewhat agree,Strongly agree,,,,392859,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:34,4/11/2021 19:36,IP Address,182.65.75.190,100,147,TRUE,4/11/2021 19:36,R_3iPF5vv545z51kZ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Democrat,,,,,,,1 (never),2,1 (not at all),77,84,64,53,Neither agree nor disagree,Neither agree nor disagree,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,,,,397569,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:28,4/11/2021 19:36,IP Address,208.203.212.58,100,473,TRUE,4/11/2021 19:36,R_1hZhTmhb0ZqTfMb,,,,,39.98449707,-75.58599854,anonymous,EN,Start the survey,Female,31-35,White,Bachelor's Degree,Democrat,,,,,,,3,3,3,98,97,93,73,Agree,Somewhat agree,,,,,,,,,,,,,530615,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:34,4/11/2021 19:36,IP Address,122.178.207.184,100,110,TRUE,4/11/2021 19:36,R_2CW9OIAoFNiO9cA,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,2,1 (never),2,91,86,81,93,Agree,Strongly agree,,,,,,,,,,,,,585679,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:30,4/11/2021 19:36,IP Address,136.185.81.124,100,389,TRUE,4/11/2021 19:36,R_2QiGsQv51WKfkgQ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,82,98,89,95,Agree,Agree,3,2,2,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,247593,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:35,4/11/2021 19:37,IP Address,47.196.28.10,100,93,TRUE,4/11/2021 19:37,R_2En0goK6PlMr8ek,,,,,27.80439758,-82.27590179,anonymous,EN,Start the survey,Male,36-40,White,"High school graduate, diploma or the equivalent",Democrat,,,,,,,2,3,3,8,90,95,7,Agree,Agree,Somewhat satisfied,Somewhat agree,Below average,,,,,,,,,,402671,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:35,4/11/2021 19:37,IP Address,174.106.113.204,100,121,TRUE,4/11/2021 19:37,R_22nnfcC6weNO9X5,,,,,34.80830383,-79.16359711,anonymous,EN,Start the survey,Female,26-30,American Indian or Alaska Native,Bachelor's Degree,Independent,85,80,12,63,Agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Somewhat satisfied,Strongly agree,Above average,,,,,,,444079,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:35,4/11/2021 19:37,IP Address,136.185.68.249,100,84,TRUE,4/11/2021 19:37,R_8rnC4pGaOkK8nuN,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,2,3,2,75,69,70,62,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,973453,FL_38,,,,FL_41,DTV,,,,,,,,,,,,
4/11/2021 19:35,4/11/2021 19:37,IP Address,67.188.112.154,100,112,TRUE,4/11/2021 19:37,R_3IZ9PNR1O2T5cbv,,,,,37.38969421,-122.0831985,anonymous,EN,Start the survey,Female,26-30,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),75,85,68,0,Agree,Somewhat agree,,,,,,,Somewhat agree,Strongly disagree,Somewhat agree,,,,243324,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:35,4/11/2021 19:37,IP Address,174.86.214.8,100,126,TRUE,4/11/2021 19:37,R_1ocKHdqK788mYN6,,,,,38.58479309,-90.29959869,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,58,1,Agree,Agree,,,,,,,,,,,,,317909,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:34,4/11/2021 19:38,IP Address,104.251.93.210,100,216,TRUE,4/11/2021 19:38,R_8csP29Q9e6Bt27f,,,,,36.32249451,-114.8197021,anonymous,EN,Start the survey,Male,41-45,White,Bachelor's Degree,Republican,100,82,84,74,Agree,Strongly agree,3,2,3,,,,,,,,,,Somewhat satisfied,Strongly agree,Above average,,,,,,,496266,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:36,4/11/2021 19:38,IP Address,216.68.209.237,100,73,TRUE,4/11/2021 19:38,R_XvvKtiZCFQLs9mF,,,,,39.10910034,-84.60820007,anonymous,EN,Start the survey,Male,41-45,White,"High school graduate, diploma or the equivalent",Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),90,100,80,30,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,570999,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:37,4/11/2021 19:38,IP Address,162.211.38.72,100,64,TRUE,4/11/2021 19:38,R_2aPqEGFatTItT4m,,,,,38.95820618,-85.88749695,anonymous,EN,Start the survey,Female,31-35,White,Associate Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,35,33,Agree,Somewhat disagree,Somewhat satisfied,Somewhat agree,Above average,,,,,,,,,,838937,FL_37,FL_40,DTI,,,,,,,,,,,,,,,
4/11/2021 19:31,4/11/2021 19:38,IP Address,73.171.37.116,100,384,TRUE,4/11/2021 19:38,R_qEjohRFf52bFHMZ,,,,,37.38250732,-79.2181015,anonymous,EN,Start the survey,Female,41-45,Black or African American,Associate Degree,Independent,90,85,40,50,Somewhat agree,Neither agree nor disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Neither satisfied nor dissatisfied,Somewhat agree,Above average,,,,,,,299363,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:37,4/11/2021 19:38,IP Address,59.99.222.160,100,56,TRUE,4/11/2021 19:38,R_3CHrbNbOTKcIMbL,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,88,93,85,94,Agree,Agree,2,2,3,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,232132,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:36,4/11/2021 19:38,IP Address,157.49.245.161,100,121,TRUE,4/11/2021 19:38,R_1fkCHXnD1jfBO21,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Republican,100,74,66,79,Strongly agree,Strongly agree,3,3,3,,,,,,,,,,,,,,,,,,,404970,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:37,4/11/2021 19:38,IP Address,79.26.101.40,100,105,TRUE,4/11/2021 19:38,R_1mmyQnOiissfRwS,,,,,37.49249268,15.07009888,anonymous,EN,Start the survey,Male,18-25,White,Bachelor's Degree,Strong Democrat,,,,,,,3,2,3,56,79,91,41,Strongly agree,Strongly agree,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,,,,628200,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:32,4/11/2021 19:39,IP Address,92.38.148.60,100,403,TRUE,4/11/2021 19:39,R_1lxXIN9rLGUFjpk,,,,,37.39309692,-121.9620056,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Republican,50,92,92,50,Agree,Strongly agree,2,2,2,,,,,,,,,,Somewhat dissatisfied,Somewhat disagree,Below average,,,,,,,585456,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:38,4/11/2021 19:39,IP Address,162.231.57.35,100,56,TRUE,4/11/2021 19:39,R_2n9ZSUB2T4ogZ9f,,,,,32.74049377,-117.0934982,anonymous,EN,Start the survey,Male,36-40,White,,Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,100,100,Somewhat disagree,Disagree,Somewhat satisfied,Neither agree nor disagree,Average,,,,,,,,,,133767,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 19:34,4/11/2021 19:39,IP Address,103.208.71.177,100,293,TRUE,4/11/2021 19:39,R_qyCq7LhanwcghSp,,,,,18.61610413,73.72860718,anonymous,EN,Start the survey,Female,41-45,Asian or Asian American,Bachelor's Degree,Independent,75,89,90,80,Agree,Agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,795747,FL_39,,,,,,,FL_42,FL_186,,,,,,,,,
4/11/2021 19:31,4/11/2021 19:39,IP Address,63.160.143.91,100,447,TRUE,4/11/2021 19:39,R_UAxaFinZzZqa1Pz,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Female,26-30,White,Bachelor's Degree,Democrat,,,,,,,1 (never),2,1 (not at all),76,96,100,84,Somewhat agree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Neither agree nor disagree,Average,,,,,,,,,,751529,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:37,4/11/2021 19:39,IP Address,8.46.120.244,100,109,TRUE,4/11/2021 19:39,R_2ym7PsVOpCAj8jE,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Democrat,,,,,,,2,2,3,57,71,69,60,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,159580,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:38,4/11/2021 19:39,IP Address,117.213.35.75,100,69,TRUE,4/11/2021 19:39,R_2Vw61RZsevzFNPy,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,76,90,76,93,Somewhat agree,Agree,2,3,2,,,,,,,,,,Somewhat satisfied,Strongly agree,Above average,,,,,,,477260,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:36,4/11/2021 19:39,IP Address,97.124.230.72,100,175,TRUE,4/11/2021 19:39,R_1DpwYs6JLdbg014,,,,,33.49169922,-111.9837036,anonymous,EN,Start the survey,Female,51+,White,"Some college credit, no degree",Republican,100,100,80,2,Agree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,452570,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:38,4/11/2021 19:40,IP Address,136.185.68.204,100,85,TRUE,4/11/2021 19:40,R_1mJEf0IdARlfkXi,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Bachelor's Degree,Democrat,,,,,,,2,2,3,97,93,94,89,Strongly agree,Agree,,,,,,,Strongly agree,Somewhat agree,Strongly agree,,,,654076,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:39,4/11/2021 19:40,IP Address,106.211.218.206,100,77,TRUE,4/11/2021 19:40,R_1I60Ip19BSPH8Xi,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,88,76,77,90,Neither agree nor disagree,Agree,2,3,3,,,,,,,,,,Somewhat satisfied,Somewhat disagree,Above average,,,,,,,729344,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 19:39,4/11/2021 19:40,IP Address,66.66.146.234,100,52,TRUE,4/11/2021 19:40,R_3FXnOtCOLbGelzf,,,,,43.22070313,-77.59919739,anonymous,EN,Start the survey,Male,41-45,White,Bachelor's Degree,Lean Republican,100,100,41,19,Agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Extremely dissatisfied,Somewhat disagree,One of the worst,,,,,,,563348,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:37,4/11/2021 19:40,IP Address,67.49.154.11,100,149,TRUE,4/11/2021 19:40,R_2amKzpGloZJR34D,,,,,33.75180054,-117.9931946,anonymous,EN,Start the survey,Female,18-25,White,Bachelor's Degree,Independent,,,,,,,2,1 (never),4,51,89,73,45,Strongly agree,Neither agree nor disagree,Somewhat dissatisfied,Strongly disagree,Below average,,,,,,,,,,935651,FL_37,FL_40,DTI,,,,,,,,,,,,,,,
4/11/2021 19:38,4/11/2021 19:40,IP Address,117.213.32.69,100,141,TRUE,4/11/2021 19:40,R_1BWoESTLzXz1mCr,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Republican,85,96,79,91,Somewhat agree,Agree,2,3,2,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,808746,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:38,4/11/2021 19:40,IP Address,76.219.107.229,100,121,TRUE,4/11/2021 19:40,R_3Ok38TKzWCw2gok,,,,,40.11039734,-83.11309814,anonymous,EN,Start the survey,Male,26-30,White,Associate Degree,Independent,100,2,0,50,Disagree,Strongly disagree,4 (always),4 (always),5 (a great deal),,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Strongly agree,443175,FL_38,,,,FL_67,,RTV,,,,,,,,,,,
4/11/2021 19:36,4/11/2021 19:41,IP Address,50.5.255.207,100,304,TRUE,4/11/2021 19:41,R_w0QbPPbHm7FzPgJ,,,,,39.15260315,-84.38690186,anonymous,EN,Start the survey,Female,18-25,White,Master's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),8,83,94,0,Strongly agree,Agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,924555,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:39,4/11/2021 19:41,IP Address,136.185.81.124,100,125,TRUE,4/11/2021 19:41,R_3JCQO2xiJ1nxRa0,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,3,3,3,94,87,84,77,Neither agree nor disagree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,,,,293718,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:40,4/11/2021 19:41,IP Address,157.49.82.173,100,46,TRUE,4/11/2021 19:41,R_2Cqtu94eF94O0Hy,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Independent,61,92,57,80,Agree,Somewhat agree,3,2,4,,,,,,,,,,,,,,,,,,,135133,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 19:40,4/11/2021 19:41,IP Address,157.49.197.33,100,58,TRUE,4/11/2021 19:41,R_2TUi57JXlWB8juj,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,2,2,3,80,85,73,86,Agree,Strongly agree,,,,,,,,,,,,,253241,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:34,4/11/2021 19:42,IP Address,24.246.174.54,100,468,TRUE,4/11/2021 19:42,R_1o0S2tAAknX5UJn,,,,,35.35960388,-82.4265976,anonymous,EN,Start the survey,Male,51+,White,Master's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),14,100,95,1,Agree,Agree,,,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,920484,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:40,4/11/2021 19:42,IP Address,95.222.24.50,100,120,TRUE,4/11/2021 19:42,R_115dXsVog9BpboW,,,,,51.7151947,8.749298096,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,50,10,Strongly agree,Strongly agree,,,,,,,,,,,,,936334,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:40,4/11/2021 19:42,IP Address,122.174.127.134,100,86,TRUE,4/11/2021 19:42,R_xxRMzitnDeRauel,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,2,3,49,33,45,29,Agree,Somewhat agree,Somewhat satisfied,Neither agree nor disagree,Average,,,,,,,,,,998364,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:37,4/11/2021 19:42,IP Address,171.78.178.38,100,288,TRUE,4/11/2021 19:42,R_1I4wrW7KddGLRYM,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,51+,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),50,87,81,40,Agree,Somewhat agree,,,,,,,Somewhat disagree,Somewhat disagree,Strongly agree,,,,976559,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 19:41,4/11/2021 19:42,IP Address,68.230.145.212,100,77,TRUE,4/11/2021 19:42,R_cvxWO5UKkppUHW9,,,,,41.90730286,-71.43509674,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Independent,100,95,20,85,Neither agree nor disagree,Neither agree nor disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Somewhat satisfied,Strongly agree,Average,,,,,,,148176,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 19:40,4/11/2021 19:42,IP Address,170.83.234.149,100,128,TRUE,4/11/2021 19:42,R_2WtXpWTQxt67EnN,,,,,15,-86.5,anonymous,EN,Start the survey,Male,46-50,White,Master's Degree,Republican,73,100,100,80,Agree,Agree,3,2,4,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Neither agree nor disagree,871447,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:41,4/11/2021 19:43,IP Address,173.175.170.107,100,85,TRUE,4/11/2021 19:43,R_3Ms1yV0wqOZJfVC,,,,,31.77749634,-106.490303,anonymous,EN,Start the survey,Female,51+,White,"Some college credit, no degree",Republican,100,100,100,73,Somewhat agree,Somewhat disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,583287,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:42,4/11/2021 19:43,IP Address,171.61.249.174,100,54,TRUE,4/11/2021 19:43,R_1f19hjMFRX8ILD1,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,2,2,2,84,77,70,60,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,711797,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:41,4/11/2021 19:43,IP Address,75.190.204.157,100,134,TRUE,4/11/2021 19:43,R_2xCRFcrcs0cShkw,,,,,35.40100098,-80.8687973,anonymous,EN,Start the survey,Female,51+,White,Master's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,100,0,Agree,Disagree,,,,,,,,,,,,,742728,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:43,4/11/2021 19:43,IP Address,157.46.85.147,100,46,TRUE,4/11/2021 19:43,R_3dKZb7iCGz2Fa36,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,2,3,73,84,73,86,Agree,Strongly agree,Extremely satisfied,Somewhat agree,One of the best,,,,,,,,,,605191,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:42,4/11/2021 19:44,IP Address,63.75.254.70,100,93,TRUE,4/11/2021 19:44,R_2pQB9P26fyGVthU,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Male,31-35,White,Master's Degree,Democrat,,,,,,,3,3,3,90,96,88,86,Strongly agree,Agree,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,,,,500880,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:43,4/11/2021 19:44,IP Address,173.62.205.212,100,52,TRUE,4/11/2021 19:44,R_1gHAmeMnve8IFwD,,,,,40.04429626,-75.64720154,anonymous,EN,Start the survey,Male,26-30,"White,Black or African American",Bachelor's Degree,Lean Democrat,,,,,,,2,2,2,100,100,70,30,Somewhat agree,Disagree,,,,,,,,,,,,,630975,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:36,4/11/2021 19:44,IP Address,117.192.65.197,100,481,TRUE,4/11/2021 19:44,R_siHZecGTlFdmrWV,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Female,41-45,Asian or Asian American,Master's Degree,Strong Democrat,,,,,,,3,3,5 (a great deal),30,85,82,53,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,,,,721403,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:43,4/11/2021 19:44,IP Address,122.178.255.106,100,77,TRUE,4/11/2021 19:44,R_1kZDmCa9msAofAC,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Master's Degree,Democrat,,,,,,,3,4 (always),4,65,87,90,78,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Somewhat agree,Strongly agree,,,,229869,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:43,4/11/2021 19:44,IP Address,136.185.68.232,100,52,TRUE,4/11/2021 19:44,R_bpYse98jkUd92i5,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Strong Democrat,,,,,,,3,4 (always),4,89,94,89,98,Agree,Agree,,,,,,,Strongly agree,Somewhat agree,Strongly agree,,,,324379,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:41,4/11/2021 19:44,IP Address,117.192.81.157,100,230,TRUE,4/11/2021 19:44,R_1GNsv0EWvTlPCC0,,,,,8.76739502,78.13418579,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Master's Degree,Republican,26,100,100,15,Somewhat agree,Neither agree nor disagree,2,1 (never),1 (not at all),,,,,,,,,,Somewhat dissatisfied,Strongly disagree,One of the worst,,,,,,,168900,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:44,4/11/2021 19:45,IP Address,66.68.250.223,100,77,TRUE,4/11/2021 19:45,R_3QEJDMlFFqfgBFZ,,,,,33.86540222,-98.52519989,anonymous,EN,Start the survey,Female,41-45,White,"Some college credit, no degree",Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,85,15,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,411982,FL_39,,,,,,,FL_81,,FL_190,,,,,,,,
